depth_m,qc_MPa,fs_kPa,u2_kPa,u_kPa
5.86,0.7068,14.6935,178.0967,206.1533
5.875,0.74,17.5893,172.43375,200.6375
5.87,0.7894,19.1981,171.7933,199.948
5.885,0.858,22.2011,175.09355,203.3954
5.88,0.902,24.1317,177.211,205.4638
5.895,1.0243,25.4187,179.13235,207.5323
5.89,1.154,25.7404,175.0445,203.3954
5.905,1.243,25.2042,165.93415,194.4322
5.9,1.2731,23.3809,159.0885,187.5375
5.915,1.3117,22.5229,138.25705,166.8532
5.91,1.3085,21.3431,79.7006,108.2477
5.925,1.2634,20.2706,24.39545,53.0897
5.92,1.2302,19.7343,14.7918,43.437
5.935,1.154,18.9836,12.57625,41.3686
5.93,1.079,19.0908,9.8674,38.6107
5.945,1.0403,18.9836,9.03075,37.9212
5.94,0.9717,18.9836,10.4587,39.3001
5.955,0.9127,18.7691,11.69055,40.6791
5.95,0.8666,18.2328,14.4975,43.437
5.965,0.8451,17.482,16.41875,45.5054
5.96,0.798,16.7313,19.9152,48.9528
5.975,0.7357,15.5515,21.83645,51.0212
5.97,0.7057,14.479,22.575,51.7107
5.985,0.6617,14.1572,24.49625,53.7791
5.98,0.6317,13.7282,30.0611,59.2949
5.995,0.6092,13.5137,43.01405,72.395
5.99,0.6028,13.2992,52.0263,81.3582
6.005,0.6006,12.2267,71.87395,101.353
6,0.6135,11.4759,96.7441,126.1741
6.015,0.6264,9.6527,110.38645,139.9636
6.01,0.6778,8.5801,134.5672,164.0953
6.025,0.7679,8.3656,147.52005,177.1953
6.02,0.8237,8.4729,150.327,179.9532
6.035,0.9138,8.6874,124.66925,154.4426
6.03,1.2291,9.1164,112.3078,142.0321
6.045,1.3353,9.6527,103.88685,133.7583
6.04,1.524,11.0469,89.4569,119.2793
6.055,1.7182,12.8702,76.89925,106.8688
6.05,1.8276,15.2298,72.1219,102.0424
6.065,2.0678,16.4095,64.39055,94.4582
6.06,2.3252,18.7691,58.2343,88.2529
6.075,2.5279,21.2359,52.57135,82.7371
6.07,2.6534,22.5229,47.1046,77.2213
6.085,2.692,24.6679,44.88905,75.1529
6.08,2.7135,25.8477,41.4907,71.7055
6.095,2.6556,26.5984,37.20665,67.5686
6.09,2.6041,26.9202,34.4978,64.8107
6.105,2.4604,27.8855,29.52435,59.9844
6.1,2.3649,28.8507,26.8155,57.2265
6.115,2.1622,29.1725,22.53155,53.0897
6.11,1.9777,29.387,19.1332,49.6423
6.125,1.8973,29.387,18.29655,48.9528
6.12,1.7525,29.1725,16.9666,47.5738
6.135,1.6302,28.958,16.13005,46.8844
6.13,1.5358,28.3145,15.4896,46.1949
6.145,1.494,27.1347,15.34245,46.1949
6.14,1.4211,26.1694,15.3915,46.1949
6.155,1.3707,25.6332,15.24435,46.1949
6.15,1.3406,24.8824,15.9829,46.8844
6.165,1.3342,24.6679,16.52515,47.5738
6.16,1.3385,24.7752,17.2637,48.2633
6.175,1.3664,25.2042,19.18495,50.3317
6.17,1.3878,25.7404,19.9235,51.0212
6.185,1.4447,26.4912,19.77635,51.0212
6.18,1.5273,27.242,19.8254,51.0212
6.195,1.6356,27.5637,18.98875,50.3317
6.19,1.6967,28.2072,18.3484,49.6423
6.205,1.8179,28.8507,17.51175,48.9528
6.2,1.9091,29.0652,17.5608,48.9528
6.215,1.9391,29.9232,16.72415,48.2633
6.21,1.9627,31.2103,15.3943,46.8844
6.225,1.9327,31.103,12.48925,44.1265
6.22,1.8651,29.7087,10.4698,42.058
6.235,1.8158,26.1694,8.94375,40.6791
6.23,1.7096,23.5954,8.3033,39.9896
6.245,1.6002,22.7374,8.84565,40.6791
6.24,1.4854,21.5576,10.9631,42.7475
6.255,1.4318,21.0213,12.19495,44.1265
6.25,1.3471,21.8794,15.0019,46.8844
6.265,1.2699,22.7374,17.61265,49.6423
6.26,1.2334,25.2042,19.0406,51.0212
6.275,1.1626,27.8855,21.65135,53.7791
6.27,1.0908,30.5668,24.4583,56.537
6.285,1.02,31.8538,27.06905,59.2949
6.28,1.0017,34.1061,30.5655,62.7423
6.295,1.0253,34.8568,32.48675,64.8107
6.29,1.1025,34.8568,36.6727,68.9476
6.305,1.154,33.8916,42.04135,74.4634
6.3,1.1744,32.0683,44.1588,76.5318
6.315,1.2441,31.103,49.52745,82.0476
6.31,1.3439,28.958,53.7134,86.1845
6.325,1.3975,26.8129,57.70315,90.3214
6.32,1.3857,25.2042,59.8206,92.3898
6.335,1.2956,24.3462,59.67345,92.3898
6.33,1.1755,22.8446,50.7593,83.4266
6.345,1.1229,21.6649,43.71735,76.5318
6.34,1.0264,21.2359,34.1138,66.8792
6.355,0.9406,20.6996,29.82975,62.7423
6.35,0.8644,20.2706,27.8104,60.6739
6.365,0.8312,19.6271,27.66325,60.6739
6.36,0.7754,19.0908,29.0912,62.0528
6.375,0.739,18.3401,28.94405,62.0528
6.37,0.7175,18.3401,28.9931,62.0528
6.385,0.7111,18.2328,29.53545,62.7423
6.38,0.7132,18.0183,32.3424,65.5002
6.395,0.7357,17.2675,39.09005,72.395
6.39,0.7561,15.9805,43.9654,77.2213
6.405,0.8151,14.2645,53.47095,86.874
6.4,0.8838,13.5137,59.0358,92.3898
6.415,0.9181,12.1195,59.57815,93.0793
6.41,0.9824,10.9397,58.9377,92.3898
6.425,1.0361,10.5107,55.34315,88.9424
6.42,1.0811,9.5454,50.5659,84.1161
6.435,1.0983,9.0091,48.35025,82.0476
6.43,1.1272,8.9019,45.6414,79.2897
6.445,1.1583,9.0091,44.11535,77.9108
6.44,1.1766,9.4382,44.1644,77.9108
6.455,1.2109,9.9744,43.32775,77.2213
6.45,1.242,10.9397,43.3768,77.2213
6.465,1.2688,11.4759,42.54015,76.5318
6.46,1.2827,12.4412,42.5892,76.5318
6.475,1.302,13.4065,41.75265,75.8424
6.47,1.3095,13.8355,40.4227,74.4634
6.485,1.3053,14.6935,38.20715,72.395
6.48,1.301,15.2298,37.5667,71.7055
6.495,1.2817,15.1225,35.35115,69.6371
6.49,1.2581,14.908,34.7107,68.9476
6.505,1.2313,14.3717,35.25305,69.6371
6.5,1.2184,13.8355,35.3021,69.6371
6.515,1.1991,13.5137,37.22335,71.7055
6.51,1.1991,12.9775,39.3408,73.7739
6.525,1.2098,12.5485,40.57265,75.1529
6.52,1.2527,12.4412,43.3796,77.9108
6.535,1.3331,12.2267,45.30085,79.9792
6.53,1.4361,12.4412,46.0394,80.6687
6.545,1.4887,12.6557,45.89225,80.6687
6.54,1.6088,12.5485,45.2518,79.9792
6.555,1.7353,12.5485,43.72575,78.6003
6.55,1.8565,12.4412,41.7063,76.5318
6.565,1.9187,12.5485,40.18025,75.1529
6.56,2.0313,12.763,35.403,70.3266
6.575,2.13,13.0847,29.73995,64.8107
6.57,2.1772,13.621,27.7206,62.7423
6.585,2.2641,13.8355,22.74715,57.916
6.58,2.3424,13.8355,18.6593,53.7791
6.595,2.4035,13.621,14.37535,49.6423
6.59,2.426,13.4065,13.0454,48.2633
6.605,2.4561,13.2992,11.51935,46.8844
6.6,2.4711,13.2992,10.8789,46.1949
6.615,2.4786,13.621,10.04225,45.5054
6.61,2.4957,14.05,10.0913,45.5054
6.625,2.5172,14.3717,9.94415,45.5054
6.62,2.5322,14.479,9.9932,45.5054
6.635,2.559,15.0152,9.84605,45.5054
6.63,2.6009,15.5515,9.8951,45.5054
6.645,2.6556,15.766,10.43745,46.1949
6.64,2.6877,16.624,10.4865,46.1949
6.655,2.7767,17.3748,10.33935,46.1949
6.65,2.884,17.911,11.0779,46.8844
6.665,3.0073,18.2328,10.93075,46.8844
6.66,3.0728,18.9836,10.9798,46.8844
6.675,3.195,19.8416,10.83265,46.8844
6.67,3.3237,20.1633,10.8817,46.8844
6.685,3.4449,20.4851,10.04505,46.1949
6.68,3.4964,20.9141,9.4046,45.5054
6.695,3.5844,21.3431,7.87855,44.1265
6.69,3.6498,21.4504,7.2381,43.437
6.705,3.6991,21.8794,6.40145,42.7475
6.7,3.7238,22.3084,6.4505,42.7475
6.715,3.771,22.5229,5.61385,42.058
6.71,3.8225,23.0591,4.9735,41.3686
6.725,3.8772,23.4881,4.82635,41.3686
6.72,3.9083,24.1317,4.8754,41.3686
6.735,3.978,24.4534,4.03875,40.6791
6.73,4.0498,24.9897,4.0878,40.6791
6.745,4.0863,24.8824,3.94065,40.6791
6.74,4.1539,24.7752,3.9897,40.6791
6.755,4.2075,24.5607,3.84255,40.6791
6.75,4.2536,24.3462,3.8916,40.6791
6.765,4.2708,24.3462,3.74445,40.6791
6.76,4.2858,24.3462,3.104,39.9896
6.775,4.2826,24.4534,2.95685,39.9896
6.77,4.2772,24.3462,3.0059,39.9896
6.785,4.2579,24.2389,2.16925,39.3001
6.78,4.2322,24.2389,2.2183,39.3001
6.795,4.2075,24.2389,1.38175,38.6107
6.79,4.1957,24.1317,1.4308,38.6107
6.805,4.1839,24.1317,1.28365,38.6107
6.8,4.1764,24.1317,1.3327,38.6107
6.815,4.1775,24.3462,1.18555,38.6107
6.81,4.1893,24.2389,1.2346,38.6107
6.825,4.2032,24.2389,1.08745,38.6107
6.82,4.2182,24.0244,1.1365,38.6107
6.835,4.2279,23.8099,0.29985,37.9212
6.83,4.2482,23.8099,0.3489,37.9212
6.845,4.2643,23.7026,0.20175,37.9212
6.84,4.2697,23.7026,0.2508,37.9212
6.855,4.2729,23.7026,0.10365,37.9212
6.85,4.2761,23.9171,-0.5368,37.2317
6.865,4.2697,24.3462,-0.68395,37.2317
6.86,4.2675,24.5607,-0.6349,37.2317
6.875,4.2611,24.4534,-0.78205,37.2317
6.87,4.2558,24.4534,-1.4225,36.5422
6.885,4.2525,24.4534,-1.56965,36.5422
6.88,4.2482,24.5607,-1.5206,36.5422
6.895,4.2472,24.6679,-1.66775,36.5422
6.89,4.2482,24.8824,-1.6187,36.5422
6.905,4.2461,24.8824,-1.76585,36.5422
6.9,4.245,24.8824,-1.7168,36.5422
6.915,4.2364,24.9897,-1.86395,36.5422
6.91,4.2279,24.9897,-1.8149,36.5422
6.925,4.2225,19.7343,-1.96205,36.5422
6.92,4.2053,15.6588,-2.6024,35.8528
6.935,4.1839,23.9171,-2.74955,35.8528
6.93,4.1571,22.8446,-2.7005,35.8528
6.945,4.1442,22.7374,-2.84765,35.8528
6.94,4.1206,22.5229,-2.7986,35.8528
6.955,4.097,22.3084,-2.94575,35.8528
6.95,4.0841,21.9866,-2.8967,35.8528
6.965,4.0584,21.7721,-3.04385,35.8528
6.96,4.0402,21.7721,-2.9948,35.8528
6.975,4.0219,21.6649,-3.14195,35.8528
6.97,4.0112,21.5576,-3.0929,35.8528
6.985,3.9983,21.3431,-3.24005,35.8528
6.98,3.9887,21.2359,-3.191,35.8528
6.995,3.9855,21.1286,-3.33815,35.8528
6.99,3.978,21.0213,-3.2891,35.8528
7.005,3.9662,21.0213,-3.43625,35.8528
7,3.964,21.0213,-3.3872,35.8528
7.015,3.9587,21.1286,-3.53435,35.8528
7.01,3.9447,21.1286,-3.4853,35.8528
7.025,3.9007,21.2359,-5.70095,33.7843
7.02,3.7871,21.3431,-6.3414,33.0948
7.035,3.7399,21.3431,-7.86745,31.7159
7.03,3.8171,21.3431,-7.8184,31.7159
7.045,3.8257,21.3431,-7.96555,31.7159
7.04,3.8257,21.4504,-7.9165,31.7159
7.055,3.8225,21.4504,-8.06365,31.7159
7.05,3.8257,21.5576,-7.3251,32.4054
7.065,3.8321,21.5576,-7.47225,32.4054
7.06,3.8375,21.6649,-7.4232,32.4054
7.075,3.8514,21.7721,-7.57035,32.4054
7.07,3.8696,21.9866,-7.5213,32.4054
7.085,3.8847,22.3084,-7.66845,32.4054
7.08,3.8932,22.6301,-7.6194,32.4054
7.095,3.9136,22.8446,-7.07715,33.0948
7.09,3.934,22.9519,-7.0281,33.0948
7.105,3.9404,22.8446,-7.17525,33.0948
7.1,3.9512,22.7374,-7.1262,33.0948
7.115,3.964,22.5229,-7.27335,33.0948
7.11,3.9694,22.4156,-7.2243,33.0948
7.125,3.9758,22.3084,-7.37145,33.0948
7.12,3.9748,22.2011,-7.3224,33.0948
7.135,3.9726,22.0939,-7.46955,33.0948
7.13,3.9683,21.9866,-7.4205,33.0948
7.145,3.9619,21.9866,-7.56765,33.0948
7.14,3.9522,21.7721,-6.8291,33.7843
7.155,3.9415,21.7721,-6.97625,33.7843
7.15,3.9361,21.6649,-6.9272,33.7843
7.165,3.9265,21.6649,-7.07435,33.7843
7.16,3.9222,21.7721,-7.0253,33.7843
7.175,3.9211,21.6649,-7.17245,33.7843
7.17,3.9211,21.5576,-7.1234,33.7843
7.185,3.9201,21.6649,-7.27055,33.7843
7.18,3.9233,21.6649,-7.2215,33.7843
7.195,3.9265,21.6649,-7.36865,33.7843
7.19,3.9426,21.5576,-7.3196,33.7843
7.205,3.9554,21.6649,-7.46675,33.7843
7.2,3.9619,21.5576,-7.4177,33.7843
7.215,3.9801,21.3431,-7.56485,33.7843
7.21,4.0016,21.3431,-6.8263,34.4738
7.225,4.0187,21.4504,-6.97345,34.4738
7.22,4.0262,21.4504,-6.9244,34.4738
7.235,4.0402,21.4504,-7.07155,34.4738
7.23,4.0563,21.4504,-7.0225,34.4738
7.245,4.0627,21.6649,-7.16965,34.4738
7.24,4.0734,21.6649,-7.1206,34.4738
7.255,4.0863,21.5576,-7.26775,34.4738
7.25,4.097,21.6649,-7.2187,34.4738
7.265,4.1045,21.5576,-7.36585,34.4738
7.26,4.1067,21.8794,-7.3168,34.4738
7.275,4.111,21.9866,-7.46395,34.4738
7.27,4.1045,21.9866,-7.4149,34.4738
7.285,4.1002,21.9866,-7.56205,34.4738
7.28,4.0884,21.9866,-7.513,34.4738
7.295,4.0756,21.8794,-6.97065,35.1633
7.29,4.0563,22.0939,-6.9216,35.1633
7.305,4.0466,22.0939,-7.06875,35.1633
7.3,4.0273,22.0939,-7.0197,35.1633
7.315,4.0091,22.0939,-7.16685,35.1633
7.31,3.993,22.2011,-7.1178,35.1633
7.325,3.9855,22.0939,-7.26495,35.1633
7.32,3.9715,21.9866,-7.2159,35.1633
7.335,3.9597,21.8794,-7.36305,35.1633
7.33,3.9533,21.7721,-7.314,35.1633
7.345,3.9426,21.7721,-7.46115,35.1633
7.34,3.934,21.7721,-7.4121,35.1633
7.355,3.9254,21.6649,-7.55925,35.1633
7.35,3.9201,21.5576,-7.5102,35.1633
7.365,3.9115,21.4504,-7.65735,35.1633
7.36,3.8997,21.4504,-7.6083,35.1633
7.375,3.8932,21.5576,-7.75545,35.1633
7.37,3.8825,21.6649,-7.7064,35.1633
7.385,3.8772,21.6649,-7.16405,35.8528
7.38,3.8718,21.6649,-7.115,35.8528
7.395,3.8696,21.7721,-7.26215,35.8528
7.39,3.8664,21.8794,-7.2131,35.8528
7.405,3.8621,21.9866,-7.36025,35.8528
7.4,3.8589,21.8794,-7.3112,35.8528
7.415,3.8546,21.9866,-7.45835,35.8528
7.41,3.8546,21.9866,-7.4093,35.8528
7.425,3.8557,22.0939,-7.55645,35.8528
7.42,3.8557,22.3084,-7.5074,35.8528
7.435,3.8589,22.4156,-7.65455,35.8528
7.43,3.8578,22.6301,-7.6055,35.8528
7.445,3.8557,22.8446,-7.75265,35.8528
7.44,3.8525,22.9519,-7.7036,35.8528
7.455,3.8482,23.0591,-7.85075,35.8528
7.45,3.8418,23.1664,-7.1123,36.5422
7.465,3.8385,23.0591,-7.25945,36.5422
7.46,3.8235,23.1664,-7.2104,36.5422
7.475,3.8096,23.4881,-7.35755,36.5422
7.47,3.7999,23.5954,-7.3085,36.5422
7.485,3.7774,23.5954,-7.45565,36.5422
7.48,3.7495,23.7026,-7.4066,36.5422
7.495,3.7259,24.0244,-7.55375,36.5422
7.49,3.7131,24.1317,-7.5047,36.5422
7.505,3.6884,24.1317,-7.65185,36.5422
7.5,3.6626,24.2389,-7.6028,36.5422
7.515,3.6498,24.1317,-7.74995,36.5422
7.51,3.6251,24.0244,-7.7009,36.5422
7.525,3.6047,24.2389,-7.84805,36.5422
7.52,3.5801,24.1317,-7.799,36.5422
7.535,3.5683,23.8099,-7.94615,36.5422
7.53,3.549,23.7026,-7.2076,37.2317
7.545,3.5318,23.4881,-7.35475,37.2317
7.54,3.5232,23.3809,-7.3057,37.2317
7.555,3.505,23.2736,-7.45285,37.2317
7.55,3.491,23.1664,-7.4038,37.2317
7.565,3.4782,22.9519,-7.55095,37.2317
7.56,3.4707,22.8446,-7.5019,37.2317
7.575,3.4557,22.3084,-7.64905,37.2317
7.57,3.4406,22.0939,-7.6,37.2317
7.585,3.4342,21.8794,-7.74715,37.2317
7.58,3.4203,21.8794,-7.6981,37.2317
7.595,3.4063,21.6649,-7.84525,37.2317
7.59,3.3956,21.6649,-7.1067,37.9212
7.605,3.3881,21.5576,-7.25385,37.9212
7.6,3.3731,21.3431,-7.2048,37.9212
7.615,3.3613,21.2359,-7.35195,37.9212
7.61,3.3538,21.1286,-7.3029,37.9212
7.625,3.342,20.8068,-7.45005,37.9212
7.62,3.3259,20.8068,-7.401,37.9212
7.635,3.3184,20.8068,-7.54815,37.9212
7.63,3.3152,20.9141,-7.4991,37.9212
7.645,3.3119,20.9141,-7.64625,37.9212
7.64,3.3109,20.9141,-6.9077,38.6107
7.655,3.3109,21.0213,-7.05485,38.6107
7.65,3.3098,20.9141,-7.0058,38.6107
7.665,3.3087,20.6996,-7.15295,38.6107
7.66,3.3044,20.6996,-7.1039,38.6107
7.675,3.2991,20.3778,-7.25105,38.6107
7.67,3.2958,20.3778,-7.202,38.6107
7.685,3.2916,20.4851,-7.34915,38.6107
7.68,3.2851,20.4851,-7.3001,38.6107
7.695,3.2776,20.6996,-7.44725,38.6107
7.69,3.2755,20.6996,-7.3982,38.6107
7.705,3.2658,20.6996,-6.85595,39.3001
7.7,3.254,20.5923,-6.8069,39.3001
7.715,3.2497,20.4851,-6.95405,39.3001
7.71,3.239,20.4851,-6.905,39.3001
7.725,3.224,20.5923,-7.05215,39.3001
7.72,3.2004,20.4851,-7.0031,39.3001
7.735,3.1886,20.3778,-7.15025,39.3001
7.73,3.1661,20.3778,-7.1012,39.3001
7.745,3.1543,20.3778,-7.24835,39.3001
7.74,3.1468,20.2706,-6.5098,39.9896
7.755,3.1403,20.2706,-6.65695,39.9896
7.75,3.136,20.2706,-6.6079,39.9896
7.765,3.1393,20.2706,-6.75505,39.9896
7.76,3.1403,20.2706,-6.706,39.9896
7.775,3.1414,20.1633,-6.85315,39.9896
7.77,3.1457,20.1633,-6.8041,39.9896
7.785,3.1532,20.0561,-6.95125,39.9896
7.78,3.1586,19.9488,-6.9022,39.9896
7.795,3.1693,20.0561,-7.04935,39.9896
7.79,3.1822,20.0561,-6.3108,40.6791
7.805,3.1875,19.8416,-6.45795,40.6791
7.8,3.195,19.8416,-6.4089,40.6791
7.815,3.2015,19.9488,-6.55605,40.6791
7.81,3.2036,19.9488,-6.507,40.6791
7.825,3.2025,19.9488,-6.65415,40.6791
7.82,3.2015,20.0561,-6.6051,40.6791
7.835,3.2004,20.0561,-6.75225,40.6791
7.83,3.1972,19.8416,-6.7032,40.6791
7.845,3.1897,19.8416,-6.85035,40.6791
7.84,3.1822,19.9488,-6.8013,40.6791
7.855,3.1768,19.9488,-6.25895,41.3686
7.85,3.1725,19.4126,-6.2099,41.3686
7.865,3.165,19.3053,-6.35705,41.3686
7.86,3.1543,19.1981,-6.308,41.3686
7.875,3.1403,19.1981,-6.45515,41.3686
7.87,3.1318,19.0908,-6.4061,41.3686
7.885,3.121,19.0908,-6.55325,41.3686
7.88,3.1103,18.9836,-6.5042,41.3686
7.895,3.0964,18.9836,-6.65135,41.3686
7.89,3.0889,19.0908,-6.6023,41.3686
7.905,3.0781,19.1981,-6.74945,41.3686
7.9,3.0663,19.0908,-6.7004,41.3686
7.915,3.061,19.5198,-6.15815,42.058
7.91,3.0535,14.2645,-6.1091,42.058
7.925,3.046,17.911,-6.25625,42.058
7.92,3.0395,17.5893,-6.2072,42.058
7.935,3.0395,17.3748,-6.35435,42.058
7.93,3.0417,17.2675,-6.3053,42.058
7.945,3.0406,17.2675,-6.45245,42.058
7.94,3.0384,17.2675,-6.4034,42.058
7.955,3.0417,17.1603,-6.55055,42.058
7.95,3.0374,17.1603,-6.5015,42.058
7.965,3.0299,17.053,-6.64865,42.058
7.96,3.0224,16.9458,-6.5996,42.058
7.975,3.0073,16.9458,-6.74675,42.058
7.97,2.988,16.9458,-6.0082,42.7475
7.985,2.9752,16.9458,-6.15535,42.7475
7.98,2.9494,16.8385,-6.1063,42.7475
7.995,2.9258,16.8385,-6.25345,42.7475
7.99,2.9151,16.8385,-6.2044,42.7475
8.005,2.8947,16.8385,-6.35155,42.7475
8,2.6759,16.9458,-6.992,42.058
8.015,2.5987,16.8385,-7.82855,41.3686
8.01,2.7006,17.053,-8.469,40.6791
8.025,2.8143,17.053,-8.61615,40.6791
8.02,2.8379,17.1603,-8.5671,40.6791
8.035,2.8647,17.1603,-8.71425,40.6791
8.03,2.8883,17.2675,-8.6652,40.6791
8.045,2.9076,17.482,-8.12285,41.3686
8.04,2.9183,17.5893,-8.0738,41.3686
8.055,2.9376,17.5893,-8.22095,41.3686
8.05,2.9526,17.5893,-8.1719,41.3686
8.065,2.9666,17.6965,-7.62965,42.058
8.06,2.9752,18.0183,-7.5806,42.058
8.075,2.9859,18.1256,-7.72775,42.058
8.07,2.9923,18.2328,-7.6787,42.058
8.085,2.9934,18.2328,-7.82585,42.058
8.08,2.9977,18.5546,-7.7768,42.058
8.095,3.0041,18.6618,-7.23445,42.7475
8.09,3.0106,18.6618,-7.1854,42.7475
8.105,3.0148,18.5546,-7.33255,42.7475
8.1,3.0245,18.5546,-7.2835,42.7475
8.115,3.0395,18.5546,-7.43065,42.7475
8.11,3.0577,18.5546,-6.6921,43.437
8.125,3.0653,18.4473,-6.83925,43.437
8.12,3.0867,18.5546,-6.7902,43.437
8.135,3.1124,18.6618,-6.93735,43.437
8.13,3.1264,18.6618,-6.8883,43.437
8.145,3.1575,18.7691,-7.03545,43.437
8.14,3.1897,18.8763,-6.9864,43.437
8.155,3.2229,18.9836,-7.13355,43.437
8.15,3.2422,19.1981,-6.395,44.1265
8.165,3.2776,19.3053,-6.54215,44.1265
8.16,3.3119,19.3053,-6.4931,44.1265
8.175,3.3334,19.4126,-6.64025,44.1265
8.17,3.3677,19.5198,-6.5912,44.1265
8.185,3.402,19.7343,-6.73835,44.1265
8.18,3.4299,19.7343,-6.6893,44.1265
8.195,3.4406,19.8416,-6.83645,44.1265
8.19,3.4557,19.8416,-6.098,44.8159
8.205,3.4599,19.9488,-6.24515,44.8159
8.2,3.4599,19.8416,-6.1961,44.8159
8.215,3.4599,19.9488,-6.34325,44.8159
8.21,3.4578,20.2706,-6.2942,44.8159
8.225,3.4524,20.2706,-6.44135,44.8159
8.22,3.4503,20.3778,-6.3923,44.8159
8.235,3.4428,20.8068,-6.53945,44.8159
8.23,3.4417,20.8068,-6.4904,44.8159
8.245,3.4428,20.8068,-6.63755,44.8159
8.24,3.4449,21.0213,-6.5885,44.8159
8.255,3.4492,21.3431,-6.73565,44.8159
8.25,3.4557,21.3431,-6.6866,44.8159
8.265,3.4589,21.3431,-6.83375,44.8159
8.26,3.4621,21.3431,-6.7847,44.8159
8.275,3.4653,21.4504,-6.24235,45.5054
8.27,3.4685,21.5576,-6.1933,45.5054
8.285,3.4717,21.4504,-6.34045,45.5054
8.28,3.4707,21.2359,-6.2914,45.5054
8.295,3.4696,21.1286,-6.43855,45.5054
8.29,3.4696,21.2359,-6.3895,45.5054
8.305,3.4696,21.2359,-6.53665,45.5054
8.3,3.4685,21.1286,-6.4876,45.5054
8.315,3.4717,21.3431,-6.63475,45.5054
8.31,3.4782,21.4504,-5.8962,46.1949
8.325,3.4803,21.4504,-6.04335,46.1949
8.32,3.49,21.4504,-5.9943,46.1949
8.335,3.5018,21.5576,-6.14145,46.1949
8.33,3.5104,21.5576,-6.0924,46.1949
8.345,3.5275,21.6649,-6.23955,46.1949
8.34,3.5479,21.6649,-6.1905,46.1949
8.355,3.5693,21.7721,-6.33765,46.1949
8.35,3.5779,21.9866,-6.2886,46.1949
8.365,3.5919,22.0939,-5.74625,46.8844
8.36,3.6101,21.9866,-5.6972,46.8844
8.375,3.6197,21.9866,-5.84435,46.8844
8.37,3.6358,22.0939,-5.7953,46.8844
8.385,3.653,22.0939,-5.94245,46.8844
8.38,3.6669,22.0939,-5.8934,46.8844
8.395,3.6723,22.3084,-6.04055,46.8844
8.39,3.6862,22.4156,-5.9915,46.8844
8.405,3.7013,22.6301,-6.13865,46.8844
8.4,3.7077,22.7374,-6.0896,46.8844
8.415,3.7173,22.7374,-6.23675,46.8844
8.41,3.7281,22.7374,-6.1877,46.8844
8.425,3.7324,22.8446,-6.33485,46.8844
8.42,3.7367,22.7374,-5.5964,47.5738
8.435,3.7431,22.7374,-5.74355,47.5738
8.43,3.7431,22.7374,-5.6945,47.5738
8.445,3.7442,22.7374,-5.84165,47.5738
8.44,3.7431,22.8446,-5.7926,47.5738
8.455,3.7409,22.9519,-5.93975,47.5738
8.45,3.7356,22.8446,-5.8907,47.5738
8.465,3.7356,22.8446,-6.03785,47.5738
8.46,3.7313,22.9519,-5.9888,47.5738
8.475,3.7249,22.9519,-6.13595,47.5738
8.47,3.7195,22.9519,-6.0869,47.5738
8.485,3.7173,23.1664,-5.54455,48.2633
8.48,3.7141,23.2736,-5.4955,48.2633
8.495,3.7109,23.1664,-5.64265,48.2633
8.49,3.7098,23.2736,-5.5936,48.2633
8.505,3.7045,23.3809,-5.74075,48.2633
8.5,3.7023,23.4881,-5.6917,48.2633
8.515,3.7077,23.5954,-5.83885,48.2633
8.51,3.7109,23.5954,-5.7898,48.2633
8.525,3.7195,23.8099,-5.93695,48.2633
8.52,3.7281,23.9171,-5.8879,48.2633
8.535,3.7313,23.9171,-6.03505,48.2633
8.53,3.7367,24.0244,-5.986,48.2633
8.545,3.7409,24.2389,-5.44365,48.9528
8.54,3.7484,24.1317,-5.3946,48.9528
8.555,3.7506,24.0244,-5.54175,48.9528
8.55,3.7517,23.9171,-5.4927,48.9528
8.565,3.7452,24.1317,-5.63985,48.9528
8.56,3.7409,24.3462,-5.5908,48.9528
8.575,3.7259,24.2389,-5.73795,48.9528
8.57,3.7034,24.2389,-5.6889,48.9528
8.585,3.6734,24.3462,-5.83605,48.9528
8.58,3.6551,24.1317,-5.787,48.9528
8.595,3.6187,24.1317,-5.93415,48.9528
8.59,3.5811,24.2389,-5.8851,48.9528
8.605,3.564,23.9171,-5.34275,49.6423
8.6,3.5243,23.7026,-5.2937,49.6423
8.615,3.4868,23.5954,-5.44085,49.6423
8.61,3.4664,23.3809,-5.3918,49.6423
8.625,3.4267,23.1664,-5.53895,49.6423
8.62,3.3892,22.9519,-5.4899,49.6423
8.635,3.357,22.9519,-5.63705,49.6423
8.63,3.3398,22.7374,-5.588,49.6423
8.645,3.3055,22.3084,-5.73515,49.6423
8.64,3.2723,21.9866,-5.6861,49.6423
8.655,3.2433,21.9866,-5.14385,50.3317
8.65,3.2294,21.8794,-5.0948,50.3317
8.665,3.2036,21.6649,-5.24195,50.3317
8.66,3.1832,21.4504,-5.1929,50.3317
8.675,3.1629,21.2359,-5.34005,50.3317
8.67,3.1553,21.2359,-5.291,50.3317
8.685,3.135,21.1286,-5.43815,50.3317
8.68,3.1178,21.0213,-5.3891,50.3317
8.695,3.1039,20.9141,-4.84675,51.0212
8.69,3.0942,20.9141,-4.7977,51.0212
8.705,3.0792,20.8068,-4.94485,51.0212
8.7,3.0631,20.6996,-4.8958,51.0212
8.715,3.0567,20.4851,-5.04295,51.0212
8.71,3.047,20.5923,-4.9939,51.0212
8.725,3.0352,20.5923,-5.14105,51.0212
