depth_m,qc_MPa,fs_kPa,u2_kPa,u_kPa
11.56,5.9493,43.1581,-0.485,83.4886
11.565,5.9611,43.1903,-0.36165,83.661
11.57,5.9707,43.0401,-0.3142,83.7575
11.575,5.9932,43.2439,-0.17015,83.9506
11.58,6.0158,43.4477,-0.1089,84.0609
11.585,6.0318,43.5871,-0.12345,84.0954
11.59,6.0694,43.5442,-0.076,84.1919
11.595,6.0994,44.0698,0.01975,84.3367
11.6,6.1294,44.3272,0.1569,84.5229
11.605,6.1498,44.4666,0.17675,84.5918
11.61,6.1874,44.6167,0.1898,84.6539
11.615,6.2249,44.724,0.20275,84.7159
11.62,6.2689,45.1423,0.2502,84.8124
11.625,6.2892,45.4211,0.21495,84.8262
11.63,6.3289,45.3997,0.2487,84.909
11.635,6.3686,45.5069,0.33065,85.04
11.64,6.3976,45.6785,0.3781,85.1365
11.645,6.4104,45.6464,0.34285,85.1503
11.65,6.4373,45.5284,0.3283,85.1848
11.655,6.4705,45.4211,0.35505,85.2606
11.66,6.5027,45.7429,0.3543,85.3089
11.665,6.5166,45.9038,0.27075,85.2744
11.67,6.5477,45.8716,0.27,85.3227
11.675,6.5745,45.7,0.31745,85.4192
11.68,6.5831,45.7322,0.3029,85.4537
11.685,6.6046,45.6356,0.26755,85.4674
11.69,6.6131,45.5177,0.1427,85.3916
11.695,6.6121,45.5927,0.07295,85.3709
11.7,6.6142,45.4748,0.0446,85.3916
11.705,6.6121,45.271,0.02315,85.4192
11.71,6.6046,45.271,0.0706,85.5157
11.715,6.6003,45.389,0.05605,85.5502
11.72,6.5853,45.389,0.0346,85.5778
11.725,6.5638,44.9814,-0.01445,85.5778
11.73,6.5413,44.6704,0.0054,85.6467
11.735,6.5295,44.4344,0.00465,85.695
11.74,6.5155,44.4666,0.0797,85.8191
11.745,6.5059,44.3379,0.06515,85.8536
11.75,6.5005,44.3272,0.0161,85.8536
11.755,6.4855,44.177,-0.01925,85.8673
11.76,6.4608,43.9625,0.0765,86.0121
11.765,6.4512,43.8553,0.11025,86.0949
11.77,6.4373,44.2199,0.1232,86.1569
11.775,6.4222,44.3486,0.17065,86.2534
11.78,6.4094,44.3701,0.232,86.3638
11.785,6.404,44.3486,0.19675,86.3776
11.79,6.389,44.2735,0.2166,86.4465
11.795,6.375,44.2092,0.38815,86.6671
11.8,6.3665,44.1019,0.4701,86.7981
11.805,6.3515,43.7909,0.61415,86.9912
11.81,6.3397,43.319,0.5444,86.9705
11.815,6.3203,43.1796,0.44705,86.9222
11.82,6.2989,43.2117,0.467,86.9912
11.825,6.271,43.0294,0.60405,87.1773
11.83,6.2571,42.8685,0.6033,87.2256
11.835,6.2281,42.7613,0.58875,87.2601
11.84,6.2013,42.3537,0.5742,87.2946
11.845,6.1798,41.9783,0.58715,87.3566
11.85,6.1713,41.9783,0.5519,87.3704
11.855,6.1487,42.0105,0.52355,87.3911
11.86,6.1262,41.8818,0.44,87.3566
11.865,6.1134,46.7403,0.39095,87.3566
11.87,6.0951,51.4594,0.3557,87.3704
11.875,6.0747,50.5692,0.30665,87.3704
11.88,6.0565,44.4451,0.2438,87.3566
11.885,6.0479,43.3404,0.22925,87.3911
11.89,6.0318,42.1392,0.1112,87.3221
11.895,6.0179,41.2169,0.01395,87.2739
11.9,6.0082,40.5626,-0.0627,87.2463
11.905,5.9911,40.3803,-0.13245,87.2256
11.91,5.975,40.08,-0.147,87.2601
11.915,5.9578,39.9942,-0.14785,87.3083
11.92,5.9471,39.962,-0.1624,87.3428
11.925,5.9203,39.8119,-0.21145,87.3428
11.93,5.8881,39.4794,-0.3087,87.2946
11.935,5.8699,39.2434,-0.34405,87.3083
11.94,5.8313,39.0504,-0.2965,87.4049
11.945,5.7959,39.0182,-0.23525,87.5152
11.95,5.7755,39.0718,-0.2498,87.5497
11.955,5.7283,38.8895,-0.27135,87.5772
11.96,5.6833,38.7179,-0.2997,87.5979
11.965,5.3733,38.6535,-6.63675,81.3099
11.97,5.5428,38.5677,-6.8306,81.1651
11.975,5.3508,38.1387,-7.51395,80.5308
11.98,5.4988,38.01,-7.9629,80.1309
11.985,5.4902,37.8492,-7.93615,80.2067
11.99,5.458,37.5488,-7.6611,80.5308
11.995,5.4119,37.3022,-7.42745,80.8135
12,5.3562,36.7981,-7.2007,81.0893
12.005,5.3293,36.605,-7.10495,81.2341
12.01,5.2693,36.5729,-6.9679,81.4202
12.015,5.2199,36.4978,-6.78945,81.6477
12.02,5.1749,35.8114,-6.5971,81.8891
12.025,5.1534,35.0713,-6.54965,81.9856
12.03,5.1116,34.7818,-6.3781,82.2062
12.035,5.0698,34.3635,-6.18585,82.4475
12.04,5.029,33.8701,-5.9935,82.6889
12.045,5.0087,33.5162,-5.93225,82.7992
12.05,4.9711,33.5376,-5.7745,83.006
12.055,4.9389,33.4733,-5.61665,83.2129
12.06,4.9239,33.3553,-5.521,83.3576
12.065,4.9057,33.2588,-5.31485,83.6128
12.07,4.8875,33.0764,-5.1847,83.792
12.075,4.8757,32.6367,-5.07515,83.9506
12.08,4.8757,32.5509,-5.0277,84.0471
12.085,4.8767,32.7761,-4.85605,84.2678
12.09,4.8853,32.819,-4.8362,84.3367
12.095,4.8896,32.5509,-5.00245,84.2195
12.1,4.8864,32.2399,-5.2721,83.9989
12.105,4.8735,31.9289,-4.88685,84.4332
12.11,4.8746,31.7787,-4.1843,85.1848
12.115,4.8757,31.5642,-4.04725,85.3709
12.12,4.881,31.7787,-3.724,85.7432
12.125,4.8821,31.8752,-3.39385,86.1224
12.13,4.8885,31.8002,-3.2498,86.3155
12.135,4.8993,31.7787,-2.86445,86.7499
12.14,4.9143,31.7144,-2.5481,87.1153
12.145,4.9293,31.7036,-2.25935,87.4531
12.15,4.9357,32.0039,-2.1015,87.66
12.155,4.9497,32.2184,-1.71625,88.0943
12.16,4.97,32.315,-1.4619,88.3977
12.165,4.9797,32.5187,-1.43505,88.4736
12.17,5.0129,32.7547,-1.2428,88.7149
12.175,5.0548,32.819,-1.05055,88.9562
12.18,5.103,32.8405,-0.9755,89.0803
12.185,5.1299,33.2481,-0.97625,89.1286
12.19,5.1813,33.4197,-0.9081,89.2458
12.195,5.2307,33.602,-0.84685,89.3561
12.2,5.2768,33.7843,-0.7856,89.4664
12.205,5.3326,34.149,-0.64155,89.6595
12.21,5.3615,34.342,-0.7044,89.6457
12.215,5.4001,34.2777,-0.77415,89.625
12.22,5.4226,34.4493,-0.644,89.8042
12.225,5.4366,34.8354,-0.56885,89.9284
12.23,5.4666,35.1679,-0.5007,90.0456
12.235,5.4924,36.0795,-0.43945,90.1559
12.24,5.517,36.5514,-0.3437,90.3007
12.245,5.5267,36.7874,-0.31695,90.3765
12.25,5.5492,36.9268,-0.2557,90.4868
12.255,5.5717,37.2378,-0.17375,90.6178
12.26,5.5878,37.6561,-0.1745,90.6661
12.265,5.5943,37.7634,-0.20975,90.6799
12.27,5.6136,37.8492,-0.1761,90.7626
12.275,5.6232,38.1066,-0.12865,90.8591
12.28,5.6275,38.4605,-0.1294,90.9074
12.285,5.6382,38.5892,-0.11635,90.9695
12.29,5.649,38.8466,-0.0827,91.0522
12.295,5.6586,39.0718,-0.05595,91.128
12.3,5.6629,39.1254,-0.0567,91.1763
12.305,5.6715,39.1576,0.00455,91.2866
12.31,5.679,39.3185,0.0245,91.3556
12.315,5.6822,39.4687,-0.01075,91.3694
12.32,5.6865,39.5116,-0.0254,91.4038
12.325,5.6919,39.4687,-0.06065,91.4176
12.33,5.694,39.4472,-0.1235,91.4038
12.335,5.6983,39.6081,-0.15875,91.4176
12.34,5.7047,39.7582,-0.2078,91.4176
12.345,5.7101,40.0049,-0.27065,91.4038
12.35,5.7133,40.2194,-0.3197,91.4038
12.355,5.7154,40.3481,-0.36875,91.4038
12.36,5.7197,40.2087,-0.404,91.4176
12.365,5.7208,40.0585,-0.45305,91.4176
12.37,5.7208,40.0907,-0.4538,91.4659
12.375,5.7197,40.4125,-0.46835,91.5004
12.38,5.723,40.82,-0.4416,91.5762
12.385,5.724,41.5493,-0.46995,91.5969
12.39,5.723,41.8282,-0.4776,91.6383
12.395,5.723,42.4824,-0.39565,91.7693
12.4,5.723,43.083,-0.3965,91.8175
12.405,5.7262,43.5442,-0.38345,91.8796
12.41,5.7283,43.7587,-0.3498,91.9623
12.415,5.7294,44.0376,-0.27475,92.0864
12.42,5.7305,44.1448,-0.241,92.1692
12.425,5.7337,44.0805,-0.19355,92.2657
12.43,5.7348,44.2092,-0.1599,92.3484
12.435,5.7401,44.4451,-0.11935,92.438
12.44,5.7455,44.5309,-0.0994,92.507
12.445,5.7562,44.8849,-0.03815,92.6173
12.45,5.7723,44.9492,0.0093,92.7138
12.455,5.7819,44.8849,0.02235,92.7759
12.46,5.8077,45.0994,0.1043,92.9069
12.465,5.8377,45.4211,0.21385,93.0655
12.47,5.8549,45.6893,0.2751,93.1758
12.475,5.8881,45.6785,0.35705,93.3068
12.48,5.9246,45.7643,0.501,93.4998
12.485,5.9557,46.0646,0.70705,93.7549
12.49,5.9729,46.4722,0.7546,93.8515
12.495,6.0104,46.5151,0.89165,94.0376
12.5,6.0383,46.6438,0.9874,94.1824
12.505,6.0597,47.0514,0.97285,94.2169
12.51,6.0683,47.3088,0.9238,94.2169
12.515,6.0876,47.4053,0.79205,94.1342
12.52,6.1134,47.4053,0.6326,94.0238
12.525,6.1284,47.3731,0.53535,93.9756
12.53,6.152,47.2444,0.3622,93.8515
12.535,6.167,47.0406,0.23035,93.7687
12.54,6.1723,46.8047,0.1193,93.7067
12.545,6.1863,46.869,-0.01255,93.6239
12.55,6.1959,46.9763,-0.1857,93.4998
12.555,6.1981,46.8261,-0.30365,93.4309
12.56,6.2024,46.5473,-0.3044,93.4792
12.565,6.211,46.2577,-0.20875,93.6239
12.57,6.2217,45.6571,-0.1268,93.7549
12.575,6.2281,45.1423,-0.09995,93.8308
12.58,6.2485,44.6275,0.0096,93.9894
12.585,6.271,44.3057,0.15355,94.1824
12.59,6.2989,43.5442,0.3458,94.4237
12.595,6.3128,42.8471,0.39335,94.5203
12.6,6.3461,42.0212,0.6476,94.8236
12.605,6.3847,41.8818,0.86745,95.0925
12.61,6.4212,41.5815,1.046,95.3201
12.615,6.4405,41.2061,1.07275,95.3959
12.62,6.478,41.0345,1.1064,95.4786
12.625,6.5177,41.1096,1.09185,95.5131
12.63,6.5349,41.3777,1.0221,95.4924
12.635,6.5542,41.7102,0.69035,95.2097
12.64,6.552,41.8925,0.6069,95.1753
12.645,6.5509,42.3859,1.15075,95.7682
12.65,6.5584,42.7291,1.4051,96.0716
12.655,6.5788,42.9007,1.56285,96.2784
12.66,6.5971,43.4906,1.7551,96.5197
12.665,6.6056,44.0698,1.81645,96.6301
12.67,6.6121,44.177,1.9122,96.7749
12.675,6.6249,44.5738,2.00785,96.9196
12.68,6.6432,45.0243,2.1174,97.0782
12.685,6.6464,45.1208,2.11665,97.1265
12.69,6.6528,45.1101,2.1503,97.2092
12.695,6.6646,45.1637,2.08055,97.1885
12.7,6.6743,45.2603,2.0315,97.1885
12.705,6.6721,45.3139,2.01695,97.223
12.71,6.6668,45.5069,2.0162,97.2713
12.715,6.6593,45.7643,1.99475,97.2989
12.72,6.656,45.9359,1.9801,97.3333
12.725,6.6432,46.0003,1.96555,97.3678
12.73,6.6228,46.129,1.9923,97.4436
12.735,6.6024,46.4829,1.99155,97.4919
12.74,6.5928,46.7082,1.9632,97.5126
12.745,6.5724,46.6652,1.92795,97.5264
12.75,6.5381,46.5794,1.8651,97.5126
12.755,6.522,46.5151,1.82985,97.5264
12.76,6.4941,46.3864,1.8428,97.5884
12.765,6.4608,46.2255,1.73175,97.5264
12.77,6.4448,45.893,1.5379,97.3816
12.775,6.4083,45.582,1.39235,97.2851
12.78,6.3783,45.5069,1.5708,97.5126
12.785,6.3515,45.3675,1.63205,97.6229
12.79,6.3375,45.2066,1.5692,97.6091
12.795,6.3128,44.9492,1.59605,97.685
12.8,6.2968,44.9814,1.6573,97.7953
12.805,6.286,44.9707,1.70475,97.8918
12.81,6.2699,44.5953,1.9453,98.1814
12.815,6.2539,44.3486,2.19965,98.4848
12.82,6.2388,44.1019,2.2953,98.6295
12.825,6.2335,43.8982,2.32905,98.7123
12.83,6.2227,43.7695,2.4179,98.8502
12.835,6.2185,43.6086,2.46535,98.9467
12.84,6.2142,43.8553,2.4508,98.9812
12.845,6.2099,44.0161,2.43615,99.0156
12.85,6.2077,44.177,2.4354,99.0639
12.855,6.2056,44.0805,2.44845,99.126
12.86,6.2034,39.3185,2.4476,99.1742
12.865,6.2024,44.0698,2.52265,99.2983
12.87,6.2024,49.3894,2.5426,99.3673
12.875,6.2013,45.8072,2.59005,99.4638
12.88,6.1981,45.0886,2.5893,99.5121
12.885,6.1927,43.748,2.65055,99.6224
12.89,6.197,42.9436,2.7601,99.781
12.895,6.2034,42.4074,2.79375,99.8637
12.9,6.2163,42.107,2.8343,99.9533
12.905,6.2303,41.914,2.86805,100.0361
12.91,6.2474,41.9891,2.9017,100.1188
12.915,6.2549,41.9676,2.96295,100.2291
12.92,6.2742,41.8496,3.1552,100.4704
12.925,6.2989,41.8389,3.29925,100.6635
12.93,6.3107,42.1285,3.3122,100.7255
12.935,6.3397,42.1392,3.40795,100.8703
12.94,6.3804,42.0749,3.483,100.9944
12.945,6.4029,41.9891,3.53055,101.091
12.95,6.4415,41.9998,3.6263,101.2358
12.955,6.4759,41.8818,3.62545,101.284
12.96,6.3311,41.7638,3.0179,100.7255
12.965,6.2732,41.8282,-5.67025,92.0864
12.97,6.4844,42.0427,-6.5467,91.259
12.975,6.6207,42.1607,-6.59575,91.259
12.98,6.6485,42.4717,-6.4379,91.4659
12.985,6.6904,42.9114,-5.94225,92.0106
12.99,6.7333,43.5228,-5.5156,92.4863
12.995,6.7708,44.0483,-5.16475,92.8862
13,6.7901,44.4988,-5.0001,93.0999
13.005,6.8309,44.7669,-4.64925,93.4998
13.01,6.8781,45.582,-4.1743,94.0238
13.015,6.8984,46.0217,-3.95445,94.2927
13.02,6.936,46.129,-3.5208,94.7754
13.025,6.9681,46.1933,-3.13555,95.2097
13.03,6.9971,46.4186,-2.7847,95.6096
13.035,7.0121,46.7082,-2.66135,95.782
13.04,7.0443,47.105,-2.3243,96.1681
13.045,7.0765,47.0514,-1.89755,96.6439
13.05,7.0915,47.2873,-1.7191,96.8714
13.055,7.1162,47.416,-1.32005,97.3195
13.06,7.1376,47.7163,-1.0795,97.6091
13.065,7.1451,47.6841,-1.01825,97.7194
13.07,7.1644,47.7378,-0.8259,97.9608
13.075,7.1805,47.8772,-0.42685,98.4089
13.08,7.1934,47.963,0.0136,98.8984
13.085,7.1998,47.9523,0.08175,99.0156
13.09,7.2084,48.081,0.3361,99.319
13.095,7.2127,48.2311,0.60425,99.6362
13.1,7.218,47.8879,0.831,99.912
13.105,7.2213,47.5662,0.89225,100.0223
13.11,7.2159,47.5018,1.0983,100.2774
13.115,7.2105,47.4696,1.29055,100.5187
13.12,7.2084,47.7163,1.3518,100.629
13.125,7.2041,48.0273,1.44755,100.7738
13.13,7.1955,48.3277,1.5916,100.9669
13.135,7.1902,48.3169,1.63215,101.0565
13.14,7.1741,48.9283,1.7279,101.2013
13.145,7.143,49.368,1.77535,101.2978
13.15,7.1108,50.4405,1.8228,101.3943
13.155,7.0926,51.5023,1.82205,101.4426
13.16,7.0518,51.867,1.8213,101.4909
13.165,7.0057,52.3067,1.80665,101.5253
13.17,6.981,52.4247,1.737,101.5047
13.175,6.9306,51.7275,1.70855,101.5253
13.18,6.8781,51.3736,1.7561,101.6219
13.185,6.8126,50.7944,1.87935,101.7942
13.19,6.7772,50.2475,1.9889,101.9528
13.195,6.715,50.1295,2.31215,102.3251
13.2,6.6636,49.9364,2.4976,102.5596
13.205,6.6164,49.915,2.68985,102.8009
13.21,6.5992,49.6468,2.7994,102.9595
13.215,6.567,49.4645,3.07435,103.2835
13.22,6.5542,49.486,3.3631,103.6213
13.225,6.5563,49.4967,3.45195,103.7592
13.23,6.5724,49.5181,3.6649,104.0212
13.235,6.6089,48.9712,3.89855,104.3039
13.24,6.6507,48.5851,4.2218,104.6762
13.245,6.6764,48.5422,4.39345,104.8969
13.25,6.7343,48.3277,4.7925,105.345
13.255,6.7697,47.963,5.17785,105.7794
13.26,6.7676,47.8665,5.315,105.9656
13.265,6.7386,47.7699,5.60375,106.3034
13.27,6.7022,47.5983,5.4444,106.1931
13.275,6.6646,47.4375,4.24395,105.0417
13.28,6.6507,47.6734,3.5537,104.4005
13.285,6.6303,47.1801,2.77375,103.6696
13.29,6.6121,46.0646,2.5317,103.4766
13.295,6.6013,45.4855,2.48265,103.4766
13.3,6.5863,45.1959,2.5439,103.5869
13.305,6.5756,44.4022,2.57755,103.6696
13.31,6.5638,43.7802,2.7491,103.8902
13.315,6.5574,43.6729,2.84485,104.035
13.32,6.552,43.5228,3.0647,104.3039
13.325,6.5499,43.6515,3.22255,104.5108
13.33,6.5509,43.6729,3.27,104.6073
13.335,6.567,43.6193,3.36575,104.7521
13.34,6.5863,43.5657,3.4132,104.8486
13.345,6.5981,43.6622,3.41245,104.8969
13.35,6.6217,43.7158,3.4944,105.0279
13.355,6.6507,43.9518,3.65215,105.2347
13.36,6.6657,44.0376,3.6996,105.3312
13.365,6.7032,44.0161,3.79535,105.476
13.37,6.7333,44.0054,3.6636,105.3933
13.375,6.7429,44.0912,3.86965,105.6484
13.38,6.7494,44.1127,4.0275,105.8553
13.385,6.7687,44.0161,4.30245,106.1793
13.39,6.7719,44.177,4.3499,106.2758
13.395,6.7676,44.4022,4.45945,106.4344
13.4,6.7654,44.4344,4.4863,106.5103
13.405,6.7665,44.8956,4.58195,106.655
13.41,6.7697,44.7883,4.6433,106.7654
13.415,6.7687,44.5738,4.67695,106.8481
13.42,6.7654,44.5738,4.6417,106.8619
13.425,6.7697,44.6382,4.66155,106.9308
13.43,6.7762,45.0028,4.7987,107.117
13.435,6.7783,44.9814,4.81855,107.1859
13.44,6.7729,44.9492,4.9419,107.3583
13.445,6.7622,44.6275,5.13415,107.5996
13.45,6.7569,44.6382,5.1817,107.6962
13.455,6.7386,44.8527,5.16705,107.7306
13.46,6.7075,45.1423,5.1663,107.7789
13.465,6.6721,45.2066,5.19305,107.8547
13.47,6.6496,45.0994,5.1923,107.903
13.475,6.611,45.1101,5.25355,108.0133
13.48,6.5724,44.7562,5.239,108.0478
13.485,6.5531,44.6275,5.18995,108.0478
13.49,6.5145,44.1877,5.1409,108.0478
13.495,6.4759,43.7695,5.15385,108.1098
13.5,6.4576,43.1367,5.2014,108.2064
13.505,6.4276,43.0294,5.29715,108.3512
13.51,6.3976,42.9651,5.2618,108.3649
13.515,6.3804,42.9329,5.28175,108.4339
13.52,6.375,42.7506,5.3085,108.5097
13.525,6.3611,42.7398,5.39045,108.6407
13.53,6.3547,42.8149,5.3897,108.689
13.535,6.3568,42.5253,5.34065,108.689
13.54,6.3557,42.5039,5.3536,108.751
13.545,6.3568,42.2787,5.35285,108.7993
13.55,6.36,41.9033,5.3038,108.7993
13.555,6.3654,41.5279,5.26855,108.8131
13.56,6.359,41.3027,5.254,108.8476
13.565,6.3515,40.9487,5.20495,108.8476
13.57,6.3461,40.6162,5.1559,108.8476
13.575,6.3332,40.6055,5.15505,108.8958
13.58,6.3182,40.2516,5.1888,108.9786
13.585,6.3118,39.844,5.16735,109.0062
13.59,6.2925,39.7368,5.1803,109.0682
13.595,6.2732,39.7261,5.20025,109.1372
13.6,6.2581,39.4472,5.2477,109.2337
13.605,6.2506,39.3936,5.24685,109.2819
13.61,6.2281,39.415,5.1289,109.213
13.615,6.197,39.5008,5.06605,109.1992
13.62,6.1595,39.2434,5.0997,109.2819
13.625,6.1402,39.1254,5.03005,109.2613
13.63,6.1016,38.8144,5.0292,109.3095
13.635,6.0565,38.1709,5.13875,109.4681
13.64,6.0361,38.1602,5.1862,109.5646
13.645,5.9932,38.3425,5.30265,109.7301
13.65,5.9546,38.0744,5.3432,109.8197
13.655,5.9192,37.7955,5.39075,109.9163
13.66,5.9021,37.6025,5.4589,110.0335
13.665,5.8677,37.7419,5.64425,110.2679
13.67,5.8366,37.7634,5.8503,110.523
13.675,5.8184,37.7634,5.91845,110.6402
13.68,5.7937,37.6025,6.0142,110.785
13.685,5.7648,37.3772,6.10305,110.9229
13.69,5.7369,37.3343,6.2195,111.0884
13.695,5.7294,37.3772,6.26695,111.1849
13.7,5.7047,37.3987,6.2317,111.1987
13.705,5.6822,37.3022,6.14815,111.1642
13.71,5.6736,37.152,6.0509,111.116
13.715,5.6565,36.7016,5.89145,111.0056
13.72,5.6329,36.1868,5.5735,110.7367
13.725,5.6082,36.0151,5.37975,110.592
13.73,5.5803,35.9722,5.3927,110.654
13.735,5.5567,35.747,5.45395,110.7643
13.74,5.5492,35.3609,5.5152,110.8746
13.745,5.5406,35.2966,5.75575,111.1642
13.75,5.5396,35.2108,5.8653,111.3228
13.755,5.5353,35.4467,5.89895,111.4055
13.76,5.5245,35.4253,5.9809,111.5365
13.765,5.5117,35.3502,6.10425,111.7089
13.77,5.5063,35.0928,6.2138,111.8675
13.775,5.4977,34.8568,6.51635,112.2191
13.78,5.4977,34.7818,6.8672,112.619
13.785,5.5052,34.6316,7.19045,112.9913
13.79,5.5127,34.6423,7.3138,113.1637
13.795,5.531,34.7818,7.63015,113.5291
13.8,5.5524,35.2,7.8431,113.7911
13.805,5.5825,35.5861,7.98025,113.9773
13.81,5.5964,35.5218,8.0484,114.0945
13.815,5.6232,35.7148,8.17175,114.2669
13.82,5.6543,35.983,8.3295,114.4737
13.825,5.6758,36.3476,8.36315,114.5564
13.83,5.7112,36.5085,8.4589,114.7012
13.835,5.7466,36.6265,8.61675,114.9081
13.84,5.7819,36.4763,8.809,115.1494
13.845,5.8002,44.4237,8.82195,115.2114
13.85,5.8334,46.44,8.7729,115.2114
13.855,5.8624,46.9977,8.80665,115.2942
13.86,5.8753,43.1581,8.7714,115.308
13.865,5.8999,39.6188,8.77055,115.3562
13.87,5.931,38.9002,8.7215,115.3562
13.875,5.96,37.9135,8.73455,115.4183
13.88,5.9739,37.4416,8.7682,115.501
13.885,5.9986,37.3343,8.81565,115.5975
13.89,6.0254,37.1306,8.7322,115.5631
13.895,6.0372,36.7337,8.63485,115.5148
13.9,6.0587,36.605,8.441,115.37
13.905,6.064,36.7016,8.15065,115.1287
13.91,6.0619,36.6372,8.1016,115.1287
13.915,6.0619,36.605,8.07325,115.1494
13.92,6.0629,36.4763,7.8794,115.0046
13.925,6.0565,36.5407,7.76825,114.9425
13.93,6.0522,36.5192,7.7468,114.9701
13.935,6.0383,36.6372,7.53915,114.8115
13.94,6.0136,36.4442,7.2488,114.5702
13.945,5.8913,36.3369,-2.18395,105.1865
13.95,5.9836,36.1224,-3.3707,104.0488
13.955,6.2131,36.0688,-5.28825,102.1803
13.96,5.916,35.9293,-6.1233,101.3943
13.965,5.9267,35.6827,-5.71035,101.8563
13.97,5.9042,35.5218,-5.4354,102.1803
13.975,5.8506,35.4789,-4.82945,102.8353
13.98,5.8002,35.2644,-4.189,103.5248
13.985,5.7583,35.3287,-3.45895,104.3039
13.99,5.7412,35.1679,-3.1219,104.69
13.995,5.7101,35.1679,-2.41935,105.4416
14,5.6886,34.8783,-1.6549,106.2551
14.005,5.6768,34.9426,-0.96615,106.9929
14.01,5.6736,34.9748,-0.6636,107.3445
14.015,5.6715,34.7603,-0.11965,107.9375
14.02,5.6865,34.6531,0.3415,108.4477
14.025,5.6951,34.9426,0.51305,108.6683
14.03,5.7197,34.9426,0.8984,109.1027
14.035,5.7508,35.1357,1.35955,109.6129
14.04,5.7948,35.2858,1.9379,110.2403
14.045,5.8173,35.3395,2.26805,110.6195
14.05,5.8731,35.8006,2.874,111.2745
14.055,5.93,36.2404,3.32145,111.771
14.06,5.9568,36.7981,3.4999,111.9985
14.065,6.0072,36.9697,3.86455,112.4122
14.07,6.064,37.3236,4.0913,112.688
14.075,6.1112,37.7741,4.27665,112.9224
14.08,6.1305,38.01,4.4068,113.1016
14.085,6.1648,38.0208,4.83355,113.5774
14.09,6.197,38.128,5.1568,113.9497
14.095,6.2131,38.2138,5.23185,114.0738
14.1,6.2421,38.5034,5.4862,114.3772
14.105,6.2614,38.7822,5.78875,114.7288
14.11,6.286,39.1898,6.0775,115.0666
14.115,6.2978,39.7475,6.15955,115.1977
14.12,6.3332,40.08,6.3793,115.4665
14.125,6.374,40.4446,6.63365,115.7699
14.13,6.3922,40.6699,6.7294,115.9147
14.135,6.4394,40.8951,6.96995,116.2043
14.14,6.4909,40.9595,7.2105,116.4939
14.145,6.5188,41.3241,7.27175,116.6042
14.15,6.581,42.3323,7.4778,116.8593
14.155,6.656,42.8793,7.69765,117.1282
14.16,6.7376,43.3404,8.0002,117.4798
14.165,6.7826,43.6515,8.14425,117.6729
14.17,6.863,43.748,8.4951,118.0728
14.175,6.9628,44.3057,8.81145,118.4382
14.18,7.0733,45.1744,9.1485,118.8243
14.185,7.1355,46.3649,9.30625,119.0311
14.19,7.2631,46.6652,9.5813,119.3552
14.195,7.3961,47.0943,9.83565,119.6586
14.2,7.5323,47.727,10.0555,119.9275
14.205,7.5966,48.1668,10.13745,120.0585
14.21,7.7168,48.9712,10.1642,120.1343
14.215,7.8315,49.4645,10.13585,120.155
14.22,7.8787,49.7219,10.0523,120.1205
14.225,7.9634,50.6336,9.90675,120.024
14.23,8.0235,50.891,9.7474,119.9137
14.235,8.0718,50.8588,9.47075,119.6861
14.24,8.0911,50.8695,9.3114,119.5758
14.245,8.1018,51.202,9.11755,119.431
14.25,8.0857,51.1162,8.9927,119.3552
14.255,8.0739,51.2127,8.92295,119.3345
14.26,8.0407,51.4809,8.8256,119.2862
14.265,7.9956,51.2771,8.74905,119.2587
14.27,7.9763,50.9553,8.6655,119.2242
14.275,7.9356,50.9875,8.58195,119.1897
14.28,7.8948,50.7944,8.5191,119.1759
14.285,7.854,50.5478,8.50455,119.2104
14.29,7.8305,50.4083,8.4555,119.2104
14.295,7.7951,50.4191,8.43405,119.238
14.3,7.7543,50.1831,8.4539,119.3069
14.305,7.735,49.7434,8.43245,119.3345
14.31,7.6953,49.4967,8.3834,119.3345
14.315,7.646,49.4752,8.28605,119.2862
14.32,7.6235,49.2286,8.2577,119.3069
14.325,7.5666,49.1749,8.17425,119.2725
14.33,7.5087,48.5851,8.1114,119.2587
14.335,7.4797,47.8557,8.02785,119.2242
14.34,7.4186,47.6198,7.9926,119.238
14.345,7.3478,46.5687,7.96425,119.2587
14.35,7.2717,46.0325,7.9634,119.3069
14.355,7.232,46.2255,7.97645,119.369
14.36,7.1548,45.7858,8.0722,119.5138
14.365,7.0765,44.8098,8.32645,119.8171
14.37,7.0368,44.4773,8.5463,120.086
14.375,6.9746,44.0161,9.22125,120.81
14.38,6.9156,43.8874,9.6479,121.2857
14.385,6.8427,43.5764,9.77815,121.465
14.39,6.8083,43.1903,9.7429,121.4788
14.395,6.7483,42.579,9.63175,121.4167
14.4,6.6754,41.8175,9.631,121.465
14.405,6.5992,41.4421,9.67845,121.5615
14.41,6.5617,41.5386,9.6432,121.5753
14.415,6.4909,41.1203,9.60795,121.5891
14.42,6.4201,39.9727,9.6072,121.6374
14.425,6.3858,39.8655,9.60635,121.6856
14.43,6.33,39.6403,9.6056,121.7339
14.435,6.2871,39.1791,9.62545,121.8028
14.44,6.2699,38.9753,9.604,121.8304
14.445,6.2442,38.9967,9.61705,121.8925
14.45,6.2313,38.8144,9.6369,121.9614
14.455,6.2335,38.7286,9.56715,121.9407
14.46,6.2378,38.2674,9.5664,121.989
14.465,6.2506,37.9779,9.66215,122.1338
14.47,6.2614,37.9457,9.7234,122.2441
